id,nombre,nombre_corto,bloque,tipo,id_padre,padre,nivel,fundamento,fuente_codigo,fuente_nombre,fuente_url,fuente_fecha,verificado,cobertura,titular,titular_fuente_url,titular_fecha_verificacion,fecha_verificacion,notas,fecha_inicio,fecha_fin,tipo_cambio,id_predecesora
shcp-ult,Unidad de Legislación Tributaria,Legislación Tributaria,Poder Ejecutivo,Unidad,shcp-subing,Subsecretaría de Ingresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uaje,Unidad de Asuntos Jurídicos de Egresos,Asuntos Jurídicos Egresos,Poder Ejecutivo,Unidad,shcp-subeg,Subsecretaría de Egresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-udpcsg,"Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",Diseño Presupuestario,Poder Ejecutivo,Unidad,shcp-subeg,Subsecretaría de Egresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-ucg,Unidad de Contabilidad Gubernamental,Contabilidad Gubernamental,Poder Ejecutivo,Unidad,shcp-subeg,Subsecretaría de Egresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-ui,Unidad de Inversiones,Inversiones,Poder Ejecutivo,Unidad,shcp-subeg,Subsecretaría de Egresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uper,Unidad de Política y Estrategia para Resultados,Política para Resultados,Poder Ejecutivo,Unidad,shcp-subeg,Subsecretaría de Egresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-ucacp,Unidad de Control Administrativo y Contrataciones Públicas,Control Adm. y Contrataciones,Poder Ejecutivo,Unidad,shcp-subeg,Subsecretaría de Egresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-upe,Unidad de Proyectos Especiales,Proyectos Especiales,Poder Ejecutivo,Unidad,shcp-subeg,Subsecretaría de Egresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-spffa,Subprocuraduría Fiscal Federal de Amparos,Subproc. Amparos,Poder Ejecutivo,Subprocuraduría,shcp-pff,Procuraduría Fiscal de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-spfflc,Subprocuraduría Fiscal Federal de Legislación y Consulta,Subproc. Legislación,Poder Ejecutivo,Subprocuraduría,shcp-pff,Procuraduría Fiscal de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-spffaf,Subprocuraduría Fiscal Federal de Asuntos Financieros,Subproc. Asuntos Financieros,Poder Ejecutivo,Subprocuraduría,shcp-pff,Procuraduría Fiscal de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-spffi,Subprocuraduría Fiscal Federal de Investigaciones,Subproc. Investigaciones,Poder Ejecutivo,Subprocuraduría,shcp-pff,Procuraduría Fiscal de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uaf-dgrf,Dirección General de Recursos Financieros,DG Recursos Financieros,Poder Ejecutivo,Dirección General,shcp-uaf,Unidad de Administración y Finanzas,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uaf-dgrh,Dirección General de Recursos Humanos,DG Recursos Humanos,Poder Ejecutivo,Dirección General,shcp-uaf,Unidad de Administración y Finanzas,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uaf-dgrmosg,"Dirección General de Recursos Materiales, Obra Pública y Servicios Generales",DG Recursos Materiales,Poder Ejecutivo,Dirección General,shcp-uaf,Unidad de Administración y Finanzas,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uaf-dgtiev,Dirección General de Talleres de Impresión de Estampillas y Valores,DG Talleres Impresión,Poder Ejecutivo,Dirección General,shcp-uaf,Unidad de Administración y Finanzas,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uaf-dgtsi,Dirección General de Tecnologías y Seguridad de la Información,DG Tecnologías,Poder Ejecutivo,Dirección General,shcp-uaf,Unidad de Administración y Finanzas,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uaf-cpn,Conservaduría de Palacio Nacional y Patrimonio Cultural,Conservaduría Palacio Nacional,Poder Ejecutivo,Conservaduría,shcp-uaf,Unidad de Administración y Finanzas,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-teso-subop,Subtesorería de Operación,Subtes. Operación,Poder Ejecutivo,Subtesorería,shcp-tesofe,Tesorería de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-teso-subpf,Subtesorería de Planeación Financiera y Administración de la Liquidez,Subtes. Planeación Financiera,Poder Ejecutivo,Subtesorería,shcp-tesofe,Tesorería de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-teso-dgaj,Dirección General de Asuntos Jurídicos,DG Asuntos Jurídicos,Poder Ejecutivo,Dirección General,shcp-tesofe,Tesorería de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-teso-cvft,Coordinación de Vigilancia de las Funciones de Tesorería,Vigilancia Tesorería,Poder Ejecutivo,Coordinación,shcp-tesofe,Tesorería de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-teso-cpv,Coordinación de Planeación y Vinculación,Planeación y Vinculación,Poder Ejecutivo,Coordinación,shcp-tesofe,Tesorería de la Federación,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uif-dgani,Dirección General de Asuntos Normativos e Internacionales,DG Asuntos Normativos,Poder Ejecutivo,Dirección General,shcp-uif,Unidad de Inteligencia Financiera,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uif-dgpl,Dirección General de Procesos Legales,DG Procesos Legales,Poder Ejecutivo,Dirección General,shcp-uif,Unidad de Inteligencia Financiera,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uif-dgc,Dirección General de lo Contencioso,DG Contencioso,Poder Ejecutivo,Dirección General,shcp-uif,Unidad de Inteligencia Financiera,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uif-dglpb,Dirección General de Integración de la Lista de Personas Bloqueadas y Procedimientos de Garantías de Audiencia,DG Lista Personas Bloqueadas,Poder Ejecutivo,Dirección General,shcp-uif,Unidad de Inteligencia Financiera,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uif-dga,Dirección General de Análisis,DG Análisis,Poder Ejecutivo,Dirección General,shcp-uif,Unidad de Inteligencia Financiera,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-uif-dgie,Dirección General de Información Estratégica,DG Información Estratégica,Poder Ejecutivo,Dirección General,shcp-uif,Unidad de Inteligencia Financiera,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
sabg-subbg,Subsecretaría de Buen Gobierno,Subsec. Buen Gobierno,Poder Ejecutivo,Subsecretaría,sec-12,Secretaría Anticorrupción y Buen Gobierno,4,RI SABG art. 2 A,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Estructura básica central verificada,,,,2026-09-25,,,,,
sabg-subac,Subsecretaría Anticorrupción,Subsec. Anticorrupción,Poder Ejecutivo,Subsecretaría,sec-12,Secretaría Anticorrupción y Buen Gobierno,4,RI SABG art. 2 A,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Estructura básica central verificada,,,,2026-09-25,,,,,
sabg-uci,Unidad de Combate a la Impunidad,Combate a la Impunidad,Poder Ejecutivo,Unidad,sec-12,Secretaría Anticorrupción y Buen Gobierno,4,RI SABG art. 2 A,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Estructura básica central verificada,,,,2026-09-25,,,,,
sabg-uaj,Unidad de Asuntos Jurídicos,Asuntos Jurídicos,Poder Ejecutivo,Unidad,sec-12,Secretaría Anticorrupción y Buen Gobierno,4,RI SABG art. 2 A,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Estructura básica central verificada,,,,2026-09-25,,,,,
sabg-uta,Unidad Técnica de Apoyo,Unidad Técnica,Poder Ejecutivo,Unidad,sec-12,Secretaría Anticorrupción y Buen Gobierno,4,RI SABG art. 2 A,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Estructura básica central verificada,,,,2026-09-25,,,,,
sabg-uaf,Unidad de Administración y Finanzas,UAF,Poder Ejecutivo,Unidad,sec-12,Secretaría Anticorrupción y Buen Gobierno,4,RI SABG art. 2 A,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Estructura básica central verificada,,,,2026-09-25,,,,,
sabg-dgt,Dirección General de Transparencia,DG Transparencia,Poder Ejecutivo,Dirección General,sec-12,Secretaría Anticorrupción y Buen Gobierno,4,RI SABG art. 2 A,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Estructura básica central verificada,,,,2026-09-25,,,,,
sabg-upsp,Unidad de Políticas para el Servicio Público,Políticas Servicio Público,Poder Ejecutivo,Unidad,sabg-subbg,Subsecretaría de Buen Gobierno,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-cgbg,Coordinación General de Buen Gobierno,Coord. Buen Gobierno,Poder Ejecutivo,Coordinación General,sabg-subbg,Subsecretaría de Buen Gobierno,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-ucp,Unidad de Contrataciones Públicas,Contrataciones Públicas,Poder Ejecutivo,Unidad,sabg-subbg,Subsecretaría de Buen Gobierno,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-upsrrc,Unidad de Participación Social y Responsabilidad Compartida,Participación Social,Poder Ejecutivo,Unidad,sabg-subbg,Subsecretaría de Buen Gobierno,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-uigp,Unidad de Innovación de la Gestión Pública,Innovación Gestión Pública,Poder Ejecutivo,Unidad,sabg-subbg,Subsecretaría de Buen Gobierno,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-updp,Unidad de Protección de Datos Personales,Protección Datos,Poder Ejecutivo,Unidad,sabg-subbg,Subsecretaría de Buen Gobierno,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-uplan,Unidad de Planeación,Planeación,Poder Ejecutivo,Unidad,sabg-subac,Subsecretaría Anticorrupción,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-cgoic,Coordinación General de Órganos Internos de Control,Coord. OIC,Poder Ejecutivo,Coordinación General,sabg-subac,Subsecretaría Anticorrupción,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-uacg,Unidad de Auditoría y Control Gubernamental,Auditoría y Control,Poder Ejecutivo,Unidad,sabg-subac,Subsecretaría Anticorrupción,5,RI SABG art. 2; reforma 21/03/2025,RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Unidad inmediata verificada,,,,2026-09-25,,,,,
sabg-tpp,Transparencia para el Pueblo,Transparencia para el Pueblo,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-12,Secretaría Anticorrupción y Buen Gobierno,4,"RI SABG, Cap. VI-B; reforma 21/03/2025",RI_SABG_2024_2025,Reforma al Reglamento Interior de la Secretaría Anticorrupción y Buen Gobierno,https://dof.gob.mx/nota_detalle.php?codigo=5752650&fecha=21/03/2025,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
sep-jof,Jefatura de Oficina de la Secretaría,Jefatura de Oficina,Poder Ejecutivo,Jefatura de Oficina,sec-13,Secretaría de Educación Pública,4,RI SEP arts. 2 y 53 (reforma 03/10/2025),RI_SEP_2025,Reforma al Reglamento Interior de la Secretaría de Educación Pública,https://www.dof.gob.mx/nota_detalle.php?codigo=5769097&fecha=03/10/2025,2025-10-03,Sí,Nivel superior verificado; desagregación pendiente,,,,2026-09-25,,,,,
sep-uajr,Unidad de Asuntos Jurídicos y Regulación,Asuntos Jurídicos y Regulación,Poder Ejecutivo,Unidad,sec-13,Secretaría de Educación Pública,4,RI SEP arts. 2 y 53 (reforma 03/10/2025),RI_SEP_2025,Reforma al Reglamento Interior de la Secretaría de Educación Pública,https://www.dof.gob.mx/nota_detalle.php?codigo=5769097&fecha=03/10/2025,2025-10-03,Sí,Nivel superior verificado; desagregación pendiente,,,,2026-09-25,,,,,
sep-unem,Unidad de la Nueva Escuela Mexicana,Nueva Escuela Mexicana,Poder Ejecutivo,Unidad,sec-13,Secretaría de Educación Pública,4,RI SEP arts. 2 y 53 (reforma 03/10/2025),RI_SEP_2025,Reforma al Reglamento Interior de la Secretaría de Educación Pública,https://www.dof.gob.mx/nota_detalle.php?codigo=5769097&fecha=03/10/2025,2025-10-03,Sí,Nivel superior verificado; desagregación pendiente,,,,2026-09-25,,,,,
sep-uaf,Unidad de Administración y Finanzas,UAF,Poder Ejecutivo,Unidad,sec-13,Secretaría de Educación Pública,4,RI SEP arts. 2 y 53 (reforma 03/10/2025),RI_SEP_2025,Reforma al Reglamento Interior de la Secretaría de Educación Pública,https://www.dof.gob.mx/nota_detalle.php?codigo=5769097&fecha=03/10/2025,2025-10-03,Sí,Nivel superior verificado; desagregación pendiente,,,,2026-09-25,,,,,
sep-ses,Subsecretaría de Educación Superior,Educación Superior,Poder Ejecutivo,Subsecretaría,sec-13,Secretaría de Educación Pública,4,RI SEP arts. 2 y 53 (reforma 03/10/2025),RI_SEP_2025,Reforma al Reglamento Interior de la Secretaría de Educación Pública,https://www.dof.gob.mx/nota_detalle.php?codigo=5769097&fecha=03/10/2025,2025-10-03,Sí,Nivel superior verificado; desagregación pendiente,,,,2026-09-25,,,,,
sep-sems,Subsecretaría de Educación Media Superior,Educación Media Superior,Poder Ejecutivo,Subsecretaría,sec-13,Secretaría de Educación Pública,4,RI SEP arts. 2 y 53 (reforma 03/10/2025),RI_SEP_2025,Reforma al Reglamento Interior de la Secretaría de Educación Pública,https://www.dof.gob.mx/nota_detalle.php?codigo=5769097&fecha=03/10/2025,2025-10-03,Sí,Nivel superior verificado; desagregación pendiente,,,,2026-09-25,,,,,
sep-seb,Subsecretaría de Educación Básica,Educación Básica,Poder Ejecutivo,Subsecretaría,sec-13,Secretaría de Educación Pública,4,RI SEP arts. 2 y 53 (reforma 03/10/2025),RI_SEP_2025,Reforma al Reglamento Interior de la Secretaría de Educación Pública,https://www.dof.gob.mx/nota_detalle.php?codigo=5769097&fecha=03/10/2025,2025-10-03,Sí,Nivel superior verificado; desagregación pendiente,,,,2026-09-25,,,,,
